firm,ndc_firm_id
CMP DEVELOPMENT LLC,72908
"KBP BIOSCIENCES CO., LTD.",83100
"National Institutes of Health, A Component of the U.S. Department of Hearth and Human Services",82076
"Shenzhen City of Regeneration Biological Pharmaceutical Technology Co., Ltd.",84449
University of Valencia,60215
Laboratoire M2,63388
IMD NATURAL SOLUTIONS GMB,84181
"Shanghai Ginsome Pharmatech Co., Ltd.",73557
KOREA UNITED PHARM. INC.,73391
"SHANGHAI ZHONGYAO BIO-TECHNOLOGY CO., LTD.",73557
UNIVERSITY OF HERTFORDSHIRE HIGHER EDUCATION CORPORATION,60215
"Shenzhen Neptunus Pharmaceutical Research Institute Co., Ltd.",84449
"HANGZHOU SANYINTAI PHARMACEUTICAL TECHNOLOGY CO., LTD.",72823
"ZHEJIANG PALO ALTO PHARMACEUTICALS, INC.",70412
THE UNITED STATES OF AMERICA AS REPRESENTED BY THE,58733
CARE & PHARMA PERSPECTIVES SA,20394
DRUG DELIVERY INTERNATIONAL LTD.,70985
"Hangzhou Yipin Xinwufeng Pharmaceutical Co., Ltd.",72823
LIMITED LIABILITY COMPANY “CARDIOSYSTEMPHARMA” (LLC “CSP”),69662
"HAIKOU QILI PHARMACEUTICAL CO., LTD.",85261
South Dakota State University,51400
"TME THERAPEUTICS CO., LTD.",79952
NORDIC NANOVECTOR ASA,69918
University of North Carolina,60215
"Nanjing Bioenergy Medicine Science & Technology Co., Ltd.",87125
"I-Mab Biopharma Co., Ltd.",61476
GENMAB B.V.,82705
"BEIJING MABRIDGE BIOPHARMACEUTICAL CO., LTD.",71073
BEIJING PROTGEN LTD.,71073
"Shanghai Aucta Pharmaceuticals Co., Ltd.",73557
"GBS Global Biopharma, Inc.",59448
S.L.A. PHARMA AG,31720
OREXO AB,54123
YUNNAN UNIVERSITY,61658
Chang Gung University of Science and Technology,43337
"NANJING CHUANGTE PHARMACEUTICAL TECHNOLOGY CO., LTD",87125
"Life Biosciences, Inc.",84890
"WUHAN MORE BIOTECHNOLOGY CO., LTD.",72845
"National Institutes of Health, a component of the US Dept. of Health & Human Services",82076
"THE REGENTS OF THE UNIVERSITY OF CALIFORNIA, A CALIFORNIA CORPORATION",76326
JW HOLDINGS CORPORATION,58048
"LABORATORIOS SALVAT, S.A.",72483
UAS Laboratories LLC,70188
FOREST LABORATORIES HOLDINGS LIMITED,81609
"NATIONAL INSTITUTES OF HEALTH (NCH), U.S. DEPT. OF HEALTH AND HUMAN SERVICES (DHHS), U.S. GOVERNMENT NIH DIVISION OF EXTRAMURAL INVENTIONS AND TECHNOLOGY RESOURCES (DEITR)",82076
"NORTHERN THERAPEUTICS, INC.",82716
"NATURAL RESPONSE, S.A.",84181
"JAPAN BIO PRODUCTS Co., Ltd.",87130
"HANGZHOU SOLIPHARMA CO., LTD.",72823
"GUANGZHOU WELMAN NEW DRUG R & DCO., LTD.",84148
"NANJING KANGFUSHUN PHARMACEUTICAL CO., LTD.",87125
The Penn State University Research Foundation,69125
"UNIVERSITY INDUSTRY FOUNDATION, YONSEI UNIVERSITY",60215
"AD Pharmaceutical Co., Inc.",62211
GLOBAL HEALTH SOLUTIONS LLC,59448
"DONGGUAN ANHAO PHARMACEUTICAL CO., LTD.",85062
Elevate Technologies LLC,57511
GIL MEDICAL CENTER,62137
"Adaptive Biologix, Inc.",72779
YVES SAINT LAURENT PARFUMS,63505
University of Louisiana at Lafayette,60215
UNIVERSITY OF ALASKA ANCHORAGE,60215
FLORIDA SHOUTHWESTERN STATE COLLEGE,73060
SHANGHAI MIRACOGEN INC.,73557
NAL PHARMACEUTICAL GROUP LIMITED,62211
BioLineRx Ltd.,82737
BRACCO IMAGING S.P.A.,00270
Bayer AS,00026
"Deep Science, LLC",84867
UNIVERSITY OF GUELPH,60215
"ANP Technologies, Inc.",80324
The United States Government as Represented by the Department of Veterans Affairs of General Counsel- PSG IV (024),58733
"Eiger Group International, Inc.",73079
"HR BIOMED, LLC",69250
GNT BIOTECH & MEDICALS CORPORATION,81309
JUBILANT BIOSYS LIMITED,59746
(NATIONAL UNIVERSITY CORPORATION) NIIGATA UNIVERSITY :,82076
"BETA CELL TECHNOLOGIES, PTY LTD",67224
"HEALTH BIO MAD CO., LTD.",84992
S.S.P. INC.,31720
"PHOENIX TISSUE REPAIR, INC.",60913
"Avadel Legacy Pharmaceuticals, LLC",13551
"NANJING SHUPENG LIFE SCIENCE CO., LTD.",87125
"Shenzhen Bo Li Jian Medicine Co., Ltd.",84449
"Janssen Oncology, Inc.",50458
"SHANGHAI UNICAR-THERAPY BIO-MEDICINE TECHNOLOGY CO., LTD",73557
The University of North Carolina at Pembroke,60215
"SL Technology, Inc.",73927
BBS—Bioactive Bone Substitutes OYJ,43857
Tianjin University of Science and Technology,33217
Lead Discovery Center GmbH,62168
RECORDATI AG,52276
AMD THERAPEUTICS LLC,79952
"JIANGSU QIANZHIKANG BIOLOGICAL MEDICINE SCIENCE AND TECHNOLOGY CO., LTD",77573
"GUANGZHOU RIBOBIO CO., LTD.",84148
GREEN CROSS WELLBEING CORPORATION,61152
"Olive Therapeutics, LLC",81540
"HANGZHOU REX PHARMACEUTICAL CO., LTD.",72823
"HANGZHOU HERTZ PHARMACEUTICAL CO., LTD.",72823
"PEARL THERAPEUTICS, INC.",69933
University of Heidelberg,60215
GUANGZHOU JTREAT BIOSCI. LTD.,84148
UNIVERSITY OF RIJEKA FACULTY OF MEDICINE,60215
THE LUNDQUIST INSTITUTE FOR BIOMEDICAL INNOVATION AT HARBOR-UCLA MEDICAL CENTER,85625
WUHAN UNIVERSITY,72845
"K-Gen, Inc.",87034
KOREA INSTITUTE OF RADIOLOGICAL & MEDICAL SCIENCES,73391
"Beijing Konruns Pharmaceutical Co., Ltd.",71073
UNITED STATES OF AMERICA AS REPRESENTED BY THE ADMINISTRATOR OF NASA,58733
Northeast Normal University,80136
Procare Beheer B.V.,64091
GUANGDONG PROVINCIAL HOSPITAL OF CHINESE MEDICINE,85279
"Shenzhen Profound-View Pharma Tech Co., Ltd",84449
IMV TECHNOLOGIES,80324
GUY'S AND ST. THOMAS' HOSPITAL NHS FOUNDATION TRUST,85118
Cambridge Enterprise Limited University of Cambridge,52422
JN Therapeutics,79952
"BEIJING SNOWLE BIO-TECH CO., LTD.",71073
"TCL BIOPHARMACEUTICALS, INC.",82950
"MEDICAL RESEARCH & DEVELOPMENT FUND FOR HEALTH SERVICES, BNAI-ZION MEDICAL CENTER",62137
"Tianjin Institute of Industrial Biotechnology, Chinese Academy of Sciences",33217
"HIGH SIERRA TECHNOLOGIES, INC.",72753
"R-PHARM JOINT STOCK COMPANY (R-PHARM, JSC)",77039
"TLL Pharmaceutical, LLC",62211
Sentry Therapeutics Limited,87133
China Ocean Mineral Resources R&D Association,76305
"LIB Therapeutics, LLC",79952
IX Biopharma Ltd.,61476
THE FIRST AFFILIATTED HOSPITAL OF GUANGZHOU MEDICAL UNIVERSITY,53117
UNIVERSITY OF NORTH TEXAS,60215
"BIOACTIVE REGENERATIVE THERAPEUTICS, INC.",43857
PARI Pharma GmbH,24492
LIMITED “MOLECULAR TECHNOLOGIES”,69662
Institute for Basic Science,55330
TAKEDA GMBH,00944
Seattle Children's Research Institute,72740
IAF SCIENCE HOLDINGS LTD.,84804
"Specialty Drug and Device, LLC",84228
"INSTITUTE FOR CLINICAL PHARMACODYNAMICS, INC.",55330
PACIFIC NORTHWEST RESEARCH INSTITUTE,60758
Swedish StromaBio AB,66658
The Regents of the University of California Santa,76326
The United States of America Department of Health,58733
"Sumitomo Dainippon Pharma Oncology, Inc.",63402
"Je II Pharmaceutical Co., Ltd.",62211
"SHANGHAI METON PHARMACEUTICAL CO., LTD",73557
"Beijing Wantai Biological Pharmacy Enterprise Co., Ltd.",71073
"WORLD PHARMACEUTICAL TECHNOLOGY, LLC",73442
TEXAS WOMAN'S UNIVERSITY,85811
UNIVERSITY OF WYOMING,60215
"PURE CULTURES 2020, INC.",71355
"EKR Therapeutics, LLC",79952
FLORIDA ATLANTIC UNIVERSITY BOARD OF TRUSTEES,73060
HIGH FORCE RESEARCH LIMITED,72753
"Synchronicity Pharma, Inc.",69949
TAIZHOU HUAYUAN MEDICINAL TECH CO. LTD.,71310
"LINK GENOMICS, INC.",66908
Q3 MEDICAL DEVICES LIMITED,62137
"Derma Sciences, Inc.",72839
University of North Texas Health Science Center at Fort Worth,60215
LABORATOIRE DE LA MER,63388
"Leading BioSciences, Inc.",69315
"REYOUNG (SUZHOU) BIOLOGY SCIENCE & TECHNOLOGY CO., LTD",82647
CCS VENTURES LIMITED,68678
"NTD Labs, S.L.",54288
SHANDONG ZHONGHAI PHARMACEUTICAL CO. LTD,82061
"SHANDONG LUOXIN PHARMACEUTICAL GROUP STOCK CO., LTD.",82061
"Hangzhou Sumgen Biotechnology Co., Ltd",72823
ADVANCED CELL TECHNOLOGY AND ENGINEERING LTD.,69488
European Molecular Biology Laboratory,85746
Zin Research LLC,52654
"Coral Bay II, LLC",73691
"JFE MINERAL COMPANY, LTD.",55789
"BEIJING FULLCAN BIOTECHNOLOGY CO., LTD.",71073
National University Corporation Shimane University,82076
BANNER HEALTH,69919
Texas State University,85811
Roche Glyeart AG,00140
LABORATORIOS BAGÓ S.A.,72483
"BIOMEDICAL ANALYSIS CENTER, ACADEMY OF MILITARY MEDICAL SCIENCES",24562
TOLMAR INTERNATIONAL LIMITED,62935
Jiangsu Academy of Agricultural Sciences,77573
"KOREA HYDRO & NUCLEAR POWER CO., LTD.",73391
THE NATIONAL INSTITUTE FOR BIOTECHNOLGY IN THE NEGEV LTD.,82076
NS TECHNOLOGIES PTY LTD,80324
"HANGZHOU ZHENGXIANG PHARMACEUTICALS CO., LTD.",72823
UNIVERSITY OF PITTSBURGH,60215
"SC LABORATORIES, INC.",70188
Alternative Extracts Inc.,53163
"CHENGDU HIGHBRED PHARMACEUTICAL CO., LTD.",82432
"BEIJING HUIZHIHENG BIOTECHNOLOGY CO., LTD.",71073
"PCR TECHNOLOGY HOLDINGS, LC",73927
"Zhejiang Medicine Co., Ltd.",70412
"Institute of Hematology and Blood Diseases Hospital, CAMS & PUMC",55330
King's College Hospital NHS Foundation Trust,57955
"A1 Therapeutics, Inc.",79952
ONK THERAPEUTICS LIMITED,79952
"Ade Therapeutics, Inc.",79952
"Shanghai Bioenergy Medicine Science & Technology Co., Ltd.",73557
BETA INNOV,67224
"CHINA NATIONAL RESEARCH INSTITUTE OF FOOD & FERMENTATION INDUSTRIES CO., LTD.",76305
Select ION Therapeutics GMBH,85237
DRUG DELIVERY SOLUTIONS APS,70985
Research Institute of Physical Chemical Problems of the Belarulsna State University,52654
NATIONAL CHENG KUNG UNIVERSITY HOSPITAL,82076
THE RESEARCH FOUNDATION FOR STATE UNIVERSITY OF NEWYORK,52654
"JIANGSU ALPHAMAB BIOPHARMACEUTICALS CO., LTD.",77573
API LABS INC.,54288
"Exact Sciences Development Company, LLC",42808
RECORDATI INDUSTRIA CHIMICA E FARMACEUTICA SPA,52276
Washington University in St. Louis,68428
"BEIJING HANDIAN PHARMACEUTICAL CO., LTD.",71073
NANJING FORESTRY UNIVERSITY,87125
INSTITUTE FOR ADVANCED STUDY,55330
"Shanghai Clear Fluid Biomedical Science Co., Ltd.",73557
ZHEJIANG DOER BIOLOGICS CORPORATION,70412
"UNIVERSITY INDUSTRY FOUNDATION, YONSEI UNIVERSITY WONJU CAMPUS",60215
National University Corporation Tokai National Higher Education and Research System,82076
KOREA NATIONAL UNIVERSITY OF TRANSPORTATION INDUSTRY—ACADEMIC COOPERATION FOUNDATION,73391
"Hangzhou Huamai Medical Devices Co., Ltd.",72823
South Product Ltd.,51400
"Beijing Gingko-Group Biological Technology Co., Ltd.",71073
UNIVERSITY OF WOLVERHAMPTON,60215
"Natural Alternatives International, Inc.",84181
China Agricultural University,76305
"Shanghai Public Health Clinical Center, Fudan University",73557
Alpha Therapy Solutions AB,69335
BRYANT UNIVERSITY,63629
AbbVie Overseas S.à.r.l.,00032
BLACK BELT TX LTD,84204
"SHANGHAI INSTITUTE OF MATERIA MEDICA, CHINESE ACAD",73557
"ZHEJIANG JIANFENG-YIEN BIOTECHNOLOGY CO., LTD.",70412
NATIONAL UNIVERSITY CORPORATION,82076
THE NATIONAL INSTITUTE FOR BIOTECHNOLOGY IN THE NEGEV LTD. BEN-GURION UNIVERSITY OF THE NEGEV,82076
"The United States of America, as represented by the Secretary, Department of Health and Human Serv.",58733
TDC Technology Dedicated to Care srl,73927
"G&S Laboratories, Inc.",70188
Athenex HK Innovative Limited,70860
The United States as Represented by the Department of Veterans Affairs,58733
"Aloe Bioscience, LLC",61477
ASCENDIS PHARMA GROWTH DISORDERS A/S,73362
ADS Therapeutics LLC,79952
"SD Chem, Inc.",63830
"Phoenix Pharmaceuticals, Inc.",60913
TEXAS INSTRUMENTS INCORPORATED,85811
Vida Pharma Limited,85381
SANTEN SAS,65086
QILU REGOR THERAPEUTICS INC.,51810
"Nanjing Leads Biolabs Co., Ltd.",87125
"GPB Scientific, LLC",69113
Oxford BioDynamics PLC,69584
HENKEL IP & HOLDING GMBH,54340
"EVEREST PHARM. INDUSTRIAL CO., LTD.",83098
"NAN Global, LLC",59448
NATIONAL SUN YAT-SEN UNIVERSITY,82076
New York Medical College,82355
"GUANGXI JIUFU BIOTECHNOLOGY CO., LTD",59321
INDIAN COUNCIL OF MEDICAL RESEARCH,60980
XIAMEN KINGDOMWAY GROUP COMPANY,83698
"Xiamen Kingdomway Biotech. Co., Ltd.",83698
Professional Dietetics International S.R.L.,10819
EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATHIC MEDICINE,66910
JIANGSU PROVINCE INSTITUTE OF TRADITIONAL CHINESE MEDICINE,77573
"THE STATE OF ISRAEL, MINISTRY OF AGRICULTURE & RURAL DEVELOPMENT, AGRICULTURAL RESEARCH ORGANIZATION",62481
"Taizhou Hanzhong Biopharmaceutics, Inc.",71310
American University of Sharjah,58701
"American Silver, LLC",58701
"THE UNITED STATES OF AMERICA, represented by the Secretary, Department of Health and Human Services",58733
MEDICAL UNIVERISITY OF VIENNA,62137
The Trustees of Columbia University in they City of New York,40098
University of Massachusetts Medical School,60215
THE UNIVERSITY COURT OF THE UNIVERSITY OF ABERDEEN REGENT WALK,60215
United States Government as represented by the Secretary of the Army,58733
"NANJING ANJI BIOLOGICAL TECHNOLOGY CO., LTD.",87125
UNIVERSITY OF ST. THOMAS,60215
5D Health Protection Group Ltd.,84992
First Tech International Limited,53117
FOUNDATION IMAGING,85739
"Shanghai Huilin Life Scinece & Technology Co., Ltd.",73557
"NUTRITIONAL THERAPEUTICS, INC.",83027
"PROCARE HEALTH IBERIA, S.L.",64091
University of Pittsburgh—Of the Commonwealth System,60215
ALK-ABELLO A/S,00268
The South African Nuclear Energy Corporation Limited,51400
Human BioMolecular Research Institute,71356
P&X Medical NV,62137
Chengdu Baiyu Ginkgolide Pharmaceuticals Co. Ltd.,82432
LABORATOIRES THEA,62169
JAMES COOK UNIVERSITY,46414
"SHIJIAZHUANG YILING PHARMACEUTICAL CO., LTD.",84664
Maine Medical Center Research Institute,51887
"TYK Medicines, Inc.",71705
"Alpine Immune Sciences, Inc.",72692
"Institute of Animal Science and Veterinary Medicine, Shandong Academy of Agricultural Sciences",55330
"PARTICLE SCIENCES, INC.",84426
"ACADEMY OF MILITARY MEDICAL SCIENCES, AMS, PLA",59054
"CHENGDU AULI ECOLOGICAL TECHNOLOGY DEVELOPMENT CO., LTD.",82432
"JIANGSU HYAMAB PHARMACEUTICAL CO., LTD.",77573
"IP Quality Holdings, LLC",63978
"The Agricultural Gas Company, Inc.",83933
"Hangzhou Singclean Medical Products Co., Ltd",72823
Texas Christian University,85811
Chongqing Zhengbo Biotechnology Co. Ltd.,85751
"KNC LABORATORIES CO., LTD.",70188
Huanggang Normal University,85426
ALLIANCE OF CARDIOVASCULAR RESEARCHERS,72238
Creative Bio Therapeutics LLC,82660
University of Belgrade—Faculty of Pharmacy,60215
712 North Inc.,42887
"Institute of Zoology, Slovak Academy of Sciences",55330
SANOFI BIOTECHNOLOGY SAS,00024
"UNIVERSITY OF RUEKA FACULTY OF MEDICINE RIJEKA, CROATIA",60215
P2 Science Inc.,84804
LABORATOIRES MAJOR,62169
Jiangsu Jibeier Pharmaceutical Co. Ltd.,77573
"NANJING CAREPHAR SHENGHUI PHARMACEUTICAL CO., LTD.",87125
"JIANGSU CAREPHAR PHARMACEUTICAL CO., LTD.",77573
PS Therapy Inc.,71061
BEIJING RUIQIANJING SCIENCE AND TECHNOLOGY DEVELOPMENT CO. LTD.,71073
"LIFE WELL LIVED, LLC",84890
"GUANGZHOU HENOVCOM BIOSCIENCE CO., LTD.",84148
"HENAN GENUINE BIOTECH CO., LTD.",85244
Saint Leo University,72784
BAKER IDI HEART AND DIABETES INSTITUT HOLDINGS LTD.,76102
Sichuan Baili Pharmaceutical Co. Ltd.,87215
"Lily Sun Innova Pharma, LLC",85329
Vor Biopharma Inc.,61476
"KLZ HOLDINGS, LLC",58048
Healthy Bees LLC.,83363
Sanford Research,57993
NANJING MEDICAL UNIVERSITY,87125
BEIJING UNION PHARMACEUTICAL FACTORY,71073
"Cue Biopharma, Inc.",61476
"Kobayashi Pharmaceutical Co., Ltd.",52389
"Hebei Medfaith Pharmaceutical Technology Co., Ltd.",77678
NATIONAL CENTER FOR GLOBAL HEALTH AND MEDICINE,82076
"AESTHETICS BIOMEDICAL, INC.",85672
Boston Biotechnology US CORP,72628
San Diego State University (SDSU) Foundation,85217
L.E.A.F. HOLDINGS GROUP LLC,58048
NSW Health Pathology,84992
AMGEN BRITISH COLUMBIA INC.,55513
WASHINGTON UNIVERSITY IN SAINT LOUIS,68428
"Jiangsu NewValue Medical Products Co., Ltd.",77573
The University of Alabama at Birmingham Research Foundation,60215
"UP THERAPEUTICS, INC.",79952
ANHUI UNIVERSITY,72030
"ROCHE NIMBLEGEN, INC.",00140
PEP-THERAPY,71061
University of Central Lancashire,60215
The University of Trinidad and Tobago,60215
Advanced BioNutrition Corp.,69488
Chang Gung Medical Foundation Keelung Chang Gung Memorial Hospital,43337
NATIONAL UNIVERSITY HOSPITAL,82076
"THE UNITED STATES OF AMERICA, REPRESENTED BY THE SECRETARY OF AGRICULTURE",58733
"NATIONAL INSTITUTES OF HEALTH, UNITED STATES DEPT. OF HEALTH AND HUMAN SERVICES",82076
"Taizhou EOC Pharma Co., Ltd.",71310
The University of New Brunswick,60215
QUANTUM GENOMICS,70084
"TSI Group Co., Ltd.",49687
SHANGHAI XIN HAO BIOLOGICAL TECHNOLOGY COMPANY,73557
E-Therapeutics PLC,79952
Global Bioprotect IP Pty Ltd,59448
The United States Government represented by the Department of Veterans Affairs,58733
INSTITUTE OF MICROCIRCULATION (OF THE CHINESE ACADEMY OF MEDICAL SCIENCES & PEKING UNION MEDICAL COLLEGE),55330
"CSL Behring Gene Therapy, Inc.",00053
NANJING PAILEXING PHARMACEUTICAL TECHNOLOGY LTD.,87125
"ECM DIAGNOSTICS, INC.",50914
"BEIJING ZHENDONG GUANGMING PHARMACEUTICAL RESEARCH INSTITUTE CO., LTD.",71073
SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,55330
"FORTE SUBSIDIARY, INC.",72245
Health Pharma S.p.A.,84992
"The United States of America, as represented by the Secretary, Department of Health and Human",58733
"SHANGHAI YUNYI HEALTHCARE AND TECHNOLOGY CO., LTD.",73557
"Sun-Bio Medical Device Co., Ltd.",62137
ANUBIS BIO CORPORATION,83021
Sanford Burnham Prebys Medical Discovery Institute at Lake Nona,57993
Clarity Pharmaceuticals Ltd,85629
"Anhui New Star Pharmaceutical Development Co., Ltd",72030
"BR PHARM CO., LTD.",77039
"BEIJING BIOSTAR TECHNOLOGIES, LTD.",71073
"Chengdu Biostar Pharmaceuticals, LTD.",82432
"Foundation Medicine, Inc.",85739
"HANGZHOU CONVERD CO., LTD.",72823
VU UNIVERSITY MEDICAL CENTER,60215
"THE EUROPEAN ATOMIC ENERGY COMMUNITY (EURATOM), REPRESENTED BY THE EUROPEAN COMMISSION",85746
"Merck MSD (R&D) China Co., LTD.",00006
"SHENZHEN PREPHARM BIOMEDICAL TECH CO., LTD.",84449
"SHANGHAI ZHANGJIANG BIOTECHNOLOGY CO., LTD.",73557
WuXi Biologics Ireland Limited,65050
"WUXI Biologics (Shanghai) Co., Ltd.",65050
SDF BIOPHARMA INC.,61476
University of Torino,60215
Providence Health & Services,60379
Quest Medical Imaging B.V.,17433
ALI RESEARCH SRLS,52654
CHAIN Biotechnology Limited,68016
EXCELSIOR PHARMATECH LABS.,87212
SICHUAN ACADEMY OF CHINESE MEDICINE SCIENCES,87215
"Beijing Minhai Biotechnology Co., Ltd.",71073
"Jiangsu Mabwell Health Pharmaceutical R&D Co., Ltd.",77573
LIFE-GARDEN BIOTECH,84890
University of Tokushima,60215
"HARROW IP, LLC",82667
Mitsubishi Tanabe Pharmaceutical Company,70510
LIFE SCIENCE INSTITUTE INC.,84890
"THE STATE OF ISRAEL, MINISTRY OF AGRICULTURE & RURAL DEVELOPMENT, AGRICULTURAL RESEARCH ORGANIATION (ARO), (VOLCANI CENTER)",62481
"Foshan Standard Bio-Tech Co., Ltd.",69159
NOVEL PHARMA INC.,40032
TRT Innovations APS,87187
LIMITED LIABILITY COMPANY “NEARMEDIC PLUS”,69662
"Nanjing Ruijie Pharmatech Co., Ltd.",87125
"CDA RESEARCH GROUP, INC.",52654
"VCN BIOSCIENCES, S.L.",83100
MADISON VACCINES INC.,55614
UEA ENTERPRISES LIMITED,83741
"The Johns Hopkins University and Lieber Institute, Inc.",40089
KING FAISAL UNIVERSITY,57955
"Wuhan Institute of Virology, Chinese Academy of Sciences",72845
Z5 Global Group Limited,59448
"GUANGZHOU XIANGXUE PHARMACEUTICAL CO., LTD.",84148
Summit Innovation Labs LLC,43674
University of Alcala de Henares,60215
"South Rampart Pharma, LLC",51400
"YOUTH BIO GLOBAL CO., LTD.",81201
FBM INDUSTRIA FARMACÊUTICA LTDA.,84663
"SHANGHAI KECHOW PHARMA, INC",73557
PRG S&TECH INC.,77595
NSC Therapeutics GmbH,79952
"Institute of Chinese Materia Medica, China Academy of Chinese Medical Sciences",55330
PF CONSUMER HEALTHCARE 1 LLC,11344
SARAH HERZOG MEMORIAL HOSPITAL EZRAT NASHIM ASSOCIATION,83936
NIPPON INSTITUTE FOR BIOLOGICAL SCIENCE,24509
"SHANGHAI AOBO PHARMTECH, INC., LTD.",73557
Memorial Sloan Kettering Cancer Center; The Rockefeller,42007
"University; Rutgers, The State University of New Jersey",60215
"Lepu Biopharma Co., Ltd.",82137
GENERAL INCORPORATED ASSOCIATION PHARMA VALLEY PROJECT SUPPORTING ORGANIZATION,21220
"Martin Pharmaceuticals, Inc.",84999
UNIVERSITY OF CALIFORNIA DAVIS,60215
"INSTITUTE OF MOLECULAR GENETICS AS CR, V.V.I.",55330
GENERAL HOSPITAL OF CHINESE PLA NORTHERN THEATER COMMAND,21220
KIND PHARMACEUTICAL,82976
THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARN,68791
"SHANGHAI INSTITUTE OF BIOLOGICAL PRODUCTS CO., LTD.",73557
THE HEALTHY GRAIN PTY LIMITED,83363
"SHANGHAI JUKU COSMETIC CO., LTD.",73557
"CHENGDU JOY YOUNG BIOTECHNOLOGY CO., LTD.",82432
University of Delhi,60215
Adaptive Biotechnologies Corporation,72779
"Nanjing IASO Biotherapeutics Co., Ltd.",87125
"Mission Salt, Inc.",65954
"Codex DNA, Inc.",83196
National Science and Technology Development Agency (NSTDA),82076
"GUANGDONG LONGFU MEDICINE CO., LTD.",85279
XI'AN BIOCARE PHARMA LTD.,85522
Northeast Ohio Medical University,80136
"SHANGHAI HENLIUS BIOTECH, INC.",73557
"CHANGZHOU BOJIA BIOTECHNOLOGY CO., LTD",59050
United Science R&D Center,58733
"Xiamen Nuokangde Biological Technology Co., Ltd.",83698
"ORYZA OIL & FAT CHEMICAL CO., LTD.",72516
AM SCIENCES INC,82026
Nutritional Growth Solutions LTD,83027
SICHUAN AGRICULTURAL UNIVERSITY,87215
"SHANGHAI QINGDONG BIOTECHNOLOGY CO., LTD",73557
"Black Diamond Therapeutics, Inc.",84204
The Trustees of Indiana University,40098
"NIPPON FINE CHEMICAL CO., LTD.",24509
"Novartis Vaccines and Diagnostics, Inc.",00078
Wuhan Neurophth Biological Technology Limited Company,72845
"SAMSON PHARMA, LLC",66288
"DY NATURAL CO., LTD",84181
"TIANJIN HONGRI JIAN DA KANG MEDICAL TECHNOLOGY CO., LTD",33217
"BEIJING TONGREN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",71073
NATIONAL INSTITUTES OF HEALTH (NIH),82076
"S & K Biopharma, Inc.",61476
EXELA STERILE MEDICINES LLC,51754
"SHANGHAI INST. OF MATERIA MEDICA, CHINESE ACADEMY OF SCIENCES",73557
NINGBO ZIYUAN PHARMACEUTICALS INC.,47993
AB7 INNOVATION S.A.S.U.,72104
"Shanghai Zheye Biotechnology Co., Ltd.",73557
